Location,Description,Price,Surface,RoomN,Listing,Company,HashKey
"Tirana, Albania","Shitet Ambjent Biznesi, Bulevardi Bajram Curri.Tirane","220,000 € ",,,For Sale,Future Home,02cffcad9c405b70267ae4c1370a7a57
"Tirana, Albania","Rent, Apartment 2+1, Yzberisht near American 3",450 €  ,,,To Rent,Future Home,944fb3b6c4f3ad125769ac83ea9c3882
"Tirana, Albania","Qera, Apartament 2+1, Ali Demi, Tiranë",400 €  ,,2,To Rent,Future Home,cd8ebf020a4c1f18344f2e008e9233ff
"Tirana, Albania","Qira, Ambient per zyre ,Rruga Myslym Shyri, Tirane.",950 €  ,64 m2,,To Rent,Future Home,a5a56f6635af3e535fae4213019947cf
"Tirana, Albania","Qira, Ambient per Zyre, Rruga Myslym Shyri, Tirane.","1,100 €  ",75 m2,,To Rent,Future Home,0443da8be0f322c289093f2794c60675
"Tirana, Albania","Qera, Apartament 2+1, Don Bosko, Tiranë.",650 €  ,90 m2,2,To Rent,Future Home,dc1dd2409064c5aad7dae0a51c8ac394
"Tirana, Albania","Qera, Apartament 2+1, Ali Demi, Tiranë.",400 €  ,,2,To Rent,Future Home,34c4a0458370ba154ffa8f69ae938ef6
"Tirana, Albania","For sale, Apartment 2+1, New Ring.","126,000 € ",103 m2,2,For Sale,Future Home,02ad21775c09ad58a5b6874618f8918c
"Tirana, Albania","For sale, Apartment 2+1+2+2 Parking Post, New Ring Road.","145,000 € ",101 m2,2,For Sale,Future Home,a85b4b7f3e30050a66dc6fa66f470cfc
"Tirana, Albania","Shitje, Apartament 1+1, Fresk, Tiranë","65,000 € ",67 m2,1,For Sale,Future Home,1c8ed69da0e67ddb2e552ae3d742bd28
"Tirana, Albania","For sale, Apartment 2+1, Lake Dry, Tirana.","175,000 € ",79 m2,2,For Sale,Future Home,c005f377d679a93fcde56512cd292620
"Tirana, Albania","For sale, Apartment 3+1+Parking Post, Vilat Forest Complex, Tirana.","1,800 €  ",140 m2,3,To Rent,Future Home,9c527f8c2281d55e3151ff739b336484
"Tirana, Albania","For sale, Apartment 3+1+2, Near the Zoo, Tirana","252,000 € ",,3,For Sale,Future Home,348fe800a0b8d2c18ad4331842a1c012
"Tirana, Albania","Rent, Apartment 1+1, Medar Shtylla Street",500 €  ,93.7 m2,,To Rent,Future Home,d7ea4fed96b4953f2a5f28cec3cfffa5
"Tirana, Albania","For sale, Business premises, Dritan Hoxha Street, Tirana","88,000 € ",,,For Sale,Future Home,95189c4c986b9efa0071d58a4bfa2610
"Tirana, Albania","Qira, Apartament 2+1, Sheshi Wilson",800 €  ,,2,To Rent,Future Home,5b2a10cf749d693348a63b318234a49b
"Tirana, Albania","For sale, Apartment 2+1+2+Parking Post, Ali Demi, Tirana.","250,000 € ",105 m2,2,For Sale,Future Home,bf48bdf3c1b66e748f0f89a7cc951a5c
"Tirana, Albania","Shitet, Ambient Biznesi, Don Bosko.","260,000 € ",95 m2,,For Sale,Future Home,2fd0a0679f0fd42d532001b4c720cd86
"Tirana, Albania","For sale, Apartment 1+1, New Ring.","96,360 € ",80 m2,1,For Sale,Future Home,b97b593ebf82f9768b7cead0854645a4
"Tirana, Albania","Qera, Apartament 2+1+2, Ish Parku, Tiranë",650 €  ,110 m2,2,To Rent,Future Home,821542317c1a0bdc0bc5c193f4b45f55
"Tirana, Albania","Qera, Vile 2 Kateshe, Tuscany Villas 2.","2,500 €  ",168 m2,,To Rent,Future Home,cf4f4b889544d3745ff27b87c19ca3b1
"Tirana, Albania","Qera, Ambient Biznesi, Rruga Myslym Shyri, Tiranë",900 €  ,55 m2,,To Rent,Future Home,4f86a6654af006a740ee13a7a6d64d85
"Tirana, Albania","Shitet, Penthouse 3+3, Liqeni i Thate, Tirane.","600,000 € ",272 m2,3,For Sale,Future Home,8172ab4c9f48bba0ff5052e677678d60
"Tirana, Albania","For sale, Apartment 1+1, ""Dritan Hoxha"" Street","147,250 € ",78 m2,1,For Sale,Future Home,c882055db3943ef0ccba18f1f73819fa
"Tirana, Albania","Qira, Zyre, Rruga e Bogdaneve, Tirane!","1,000 €  ",116 m2,2,To Rent,Future Home,a4200ecfb492a7874064e5a215bf6fe4
"Tirana, Albania","Shitet, Apartament 3+1+2, Rezidenca Kodra e Diellit 2.","221,000 € ",124 m2,,For Sale,Future Home,2ea370c0737bb86a8e1aa7620ed9d261
"Tirana, Albania","For sale, Apartment 2+1, New Ring, Tirana","115,000 € ",92 m2,2,For Sale,Future Home,4f51e8a64165318563d5aa7d3bdadcee
"Tirana, Albania","Shitet, Aparatament 3+1+2, tek Bulevardi Gjergj Fishta","298,000 € ",149 m2,3,For Sale,Future Home,7feb02e966085066223a9cc953cfc164
"Tirana, Albania","For sale, Apartment 2+1, Municipality of Paris, Tirana.","194,000 € ",79 m2,2,For Sale,Future Home,83da16db3397adb250b0efad745df3ff
"Tirana, Albania","For sale, Apartment 1+1, Municipality of Paris, Tirana.","147,800 € ",62 m2,1,For Sale,Future Home,ac19ca5f16c71386501ff8befffa7988
"Tirana, Albania","For sale, Apartment 1+1, Municipality of Paris, Tirana.","154,800 € ",65 m2,1,For Sale,Future Home,e7b682119ba9e09c4f8289869d5678d5
"Tirana, Albania","For sale, Business Area, New Ring.","350,000 € ",116 m2,,For Sale,Future Home,f9c30cb78a4a701c2730ef12132dbc78
"Tirana, Albania","Business premises for sale, Golem, Kavaje.","165,000 € ",,,For Sale,Future Home,7359dd13418fa29e13cffbb0c38218ca
"Tirana, Albania","For sale, Apartment 2+1, Former Aviation Field, Tirana.","125,000 € ",82 m2,2,For Sale,Future Home,9bf6ecdce121b0ebddc11475b82fce71
"Tirana, Albania","Rent, Apartment 2+1+2, Rruga e Kavaje","1,000 €  ",106 m2,2,To Rent,Future Home,7b35e9b75cbfbb840c1b3e0414c3ff96
"Tirana, Albania","For sale, Business Area, Kodra e Diellit, Tirana.","142,500 € ",95 m2,,For Sale,Future Home,ca6768b4d040e761d58da783a99786ee
"Tirana, Albania","Qera, Apartament 2+1 + Post Parkimi , Liqeni Artificial","1,000 €  ",,,To Rent,Future Home,5e0fad02c29498f56d2c290f5da512a6
"Tirana, Albania","Qera, Apartament 2+1, Stacioni i Trenit, Tiranë.",750 €  ,96 m2,2,To Rent,Future Home,24698fb0f585cfb7f857961bcef9a57f
"Tirana, Albania","Rent, Apartment 2+1+2, near Dinamo Stadium, Tirana",700 €  ,169 m2,2,To Rent,Future Home,085cf96b78283b7ae2628acf11662465
"Tirana, Albania","For rent, Apartment 2+1, Ferit Xhajko Street, Tirana.",500 €  ,,2,To Rent,Future Home,24223dc8e3ba2c79fdd0f89439f0165b
"Tirana, Albania","For sale, Parking Post, Barricade Street","21,000 € ",41 m2,,For Sale,Future Home,fdfe3fe2297a19b0dbc423238124f9fa
"Tirana, Albania","For rent, Business premises, Petro Nini Luarasi Street, Tirana.","3,000 €  ",289 m2,,To Rent,Future Home,9381b86c5a739fc75f8faeefbfe68198
"Tirana, Albania","For rent, Business premises, Petro Nini Luarasi Street, Tirana.","3,000,000 € ",,,For Sale,Future Home,21b151f3b9ca8e7aecac838eef0ea245
"Tirana, Albania","For sale, 3-storey villa, German Villas, Tirana.","700,000 € ",379 m2,,For Sale,Future Home,8f6e181a2c717e17682fcd1f13b7ec3c
"Tirana, Albania","Qera, Shtepi Private, Laprake, Tirane.","1,500 €  ",150 m2,2,To Rent,Future Home,f0c5475019d5c0bc9265f20fee5181df
"Tirana, Albania","Qera, Magazinë, Porcelan",500 €  ,122 m2,,To Rent,Future Home,7252c76b758662074afeef94fc8753fb
"Tirana, Albania","For sale, Apartment 3+1, Municipality of Paris","220,000 € ",,2,For Sale,Future Home,fbcd24c015226b2cb7aa163adbc96ad9
"Tirana, Albania","Shitet, Ambient, Rruga Ndre Mjeda","210,000 € ",,,For Sale,Future Home,9fc53f42bb775c1168fe3a026d227928
"Tirana, Albania","Rent, Apartment 2+1+2, Rruga E Durres, Tirana","1,350 €  ",145 m2,2,To Rent,Future Home,feffd2a03db7d78467643c4be126897a
"Tirana, Albania","Rent, Apartment 2+1+2, Rruga E Durres, Tirana","1,200 €  ",120 m2,3,To Rent,Future Home,13ef0a69973e22b2259cbbfd423ffc52
"Tirana, Albania","Shitje,Apartament 2+1, Liqeni Thate !","245,000 € ",115 m2,2,For Sale,Future Home,868048398fe532d57e31a4e32cfd3e9a
"Tirana, Albania","Shitet, Apartament 2+1+2, Golden Park, Tiranë.","140,000 € ",,2,For Sale,Future Home,c431ae7905bd68b08b182c857ab9041f
"Tirana, Albania","Sale, Apartment 3+1+2, Boulevard Zhan Dark, Tirana","165,000 € ",146 m2,3,For Sale,Future Home,24430de03003c8c8f8aaa4547b905446
"Tirana, Albania","Rent, Apartment 2+1+2, Rruga E Durres, Tirana","1,200 €  ",155 m2,3,To Rent,Future Home,0f0b74aa595187ac547553eee1b3899e
"Tirana, Albania","Penthouse Apartment for sale, Shkelqim Fusha Street","550,000 € ",401 m2,,For Sale,Future Home,570bc5ef2d21ca687176b31a753e8d63
"Tirana, Albania","Business premises for sale, Shkelqim Fusha street","1,055,000 € ",422 m2,,For Sale,Future Home,96a3b36eecd3c76583d3572a2f8e0c1f
"Tirana, Albania","For sale, Studio, Ali Demi, Tirana.","49,000 € ",33 m2,1,For Sale,Future Home,fa91caaae3e67cdeb5244234943b15be
"Tirana, Albania","Qera, Apartament 2+1, Liqeni i Thate, Tirane.",500 €  ,91 m2,2,To Rent,Future Home,585aa8555db615baf5e7f174325ef41d
"Tirana, Albania","Qera,Apartament 3+1, Rruga Todi Shkurti, Tiranë.",400 €  ,,3,To Rent,Future Home,f7c745b449c33b53362a98b98a2eb72c
"Tirana, Albania","Shitet, Apartament 2+1, Ish Fusha e Aviacionit, Tiranë.","141,180 € ",109 m2,2,For Sale,Future Home,5c9c3cdfefaef762044e3a98c0e4b011
"Tirana, Albania","Rent, Apartment 2+1, Near Delijorgjit Complex",500 €  ,112 m2,,To Rent,Future Home,98cbb0854f2220c3102404ceef20f5db
"Tirana, Albania","Rent, Business premises, Block, behind Dzheko Imperial","1,500 €  ",61 m2,,To Rent,Future Home,03adbc6ee9d6bb058b46d39ddd47a9cb
"Tirana, Albania","Qera apartament 2+1+2 , Stacioni i Trenit, Tirane.",700 €  ,100 m2,2,To Rent,Future Home,c08d669e2f0e219d33915d3ac170ca39
"Tirana, Albania","Qera,Apartament 2+1, Porcelan, Tiranë.",450 €  ,,2,To Rent,Future Home,2f24dfd9325770a2e51be7b9187fe0c0
"Tirana, Albania","Rent, Environment, Hoxha Tahsim Street.",By Call  ,,,To Rent,Future Home,a3d3e069b174aeef53533c788dd8b59b
"Tirana, Albania","Qira, Luxury Apartament 2+1+Parkim, Sauk, Tiranë.",900 €  ,102 m2,,To Rent,Future Home,8355cb8af9837ca8a7274494a5da704e
"Tirana, Albania","Rent, Apartment 2+1, New Ring.",410 €  ,90 m2,2,To Rent,Future Home,015c9f7530efdad4042f1cf340dafc12
"Tirana, Albania","Rent, Apartment 2+1+2, New Ring.",500 €  ,95 m2,2,To Rent,Future Home,b2af1dabe56d9d5603124adbdab16132
"Tirana, Albania","Shitet, Apartament 2+1, Xhamlliku, Tirane.","175,000 € ",157 m2,2,For Sale,Future Home,589ed13ef88c8d00c7e2c85aac0cf766
"Tirana, Albania","Sale, Apartment 2+1, Bedri Karapici street, Yzberisht, Tirana","173,000 € ",95 m2,,For Sale,Future Home,3ecbfc65d9bf6d9476e633e50c12520b
"Tirana, Albania","Qera, Apartament 1+1, Kodra e Diellit, Tiranë.",550 €  ,48 m2,1,To Rent,Future Home,f47d93bcabb9b7423035a0cc1038c8c4
"Tirana, Albania","For sale, Apartment 1+1, New Ring.","150,000 € ",65 m2,1,For Sale,Future Home,15c73a4037948df93c466ca2a9c25a0b
"Tirana, Albania","For rent, Apartment 2+1, New Ring, Tirana",450 €  ,,2,To Rent,Future Home,d4c16d3e88faa816a0126adfa3f8eb66
"Tirana, Albania","Qira, Apartament 1+1, Unaza e Re.",370 €  ,50 m2,1,To Rent,Future Home,b1fad580c5311f7fb6117aff32be2279
"Tirana, Albania","Rent, Apartment 2+1, Municipality of Paris, Tirana",By Call  ,,2,To Rent,Future Home,712b82493b35da5940bab748d7c19a5a
"Tirana, Albania","Rent, Apartment 1+1, December 21",700 €  ,73 m2,1,To Rent,Future Home,d6177fd819b0b822eb53a810338962f7
"Tirana, Albania","Rent, Business Unit, Fresh",350 €  ,,,To Rent,Future Home,f7f6a2677b2a94d438c4489fcd87293f
"Tirana, Albania","Qera, Ambient Biznesi, Rruga Bardhyl,Tirane.",800 €  ,140 m2,,To Rent,Future Home,c448cd7ce5352fbe2e988c585d986b13
"Tirana, Albania","Sale, Apartment 1+1, Hoxha Tahsim Street, Tirana","110,000 € ",,1,For Sale,Future Home,ba56c1abceb29cb481e558376502fa71
"Tirana, Albania","Rent, Apartment 2+1+2+Parking Post, New Ring Road.",500 €  ,98 m2,2,To Rent,Future Home,5a6fe552c68dfe042ebdfec49ac4afdc
"Tirana, Albania","Qira,Apartament Premium, Myslym Shyri","1,900 €  ",192 m2,2,To Rent,Future Home,b32e7bda955ffc0e8d877ab4acfc2512
"Tirana, Albania","For sale, Apartment 2+1, New Ring.","119,000 € ",84 m2,2,For Sale,Future Home,adf501dd5b153e4f3be6f3af7f7e90e5
"Tirana, Albania","Rent, Apartment 2+1, Former Park, Tirana",500 €  ,,2,To Rent,Future Home,e1ddcfa034bcbad0b467db76a75e4ee8
"Tirana, Albania","Shitet Apartament 2+1+2+Post Parkimi, Oasis Residence,Unazë e Re","199,000 € ",119 m2,2,For Sale,Future Home,3300c2f968ed19c523af2b0c45a93ea9
"Tirana, Albania","Rent, Apartment 2+1, Commune of Paris.",600 €  ,100 m2,2,To Rent,Future Home,e9d668eb9981471461948a3e97c6f07d
"Tirana, Albania","For rent, Business premises, Zogu I Boulevard","1,100 €  ",,1,To Rent,Future Home,3d6387d661f173ff3f8d414b37b4bfa3
"Tirana, Albania","Shitet, Apartament 2+1+2, Premium, Myslym Shyri","590,000 € ",192 m2,2,For Sale,Future Home,af47eb882382266d3dc51bc77a09179d
"Tirana, Albania","Rent, Apartment 2+1+2 Balcony, Lake Dry, Tirana",450 €  ,98 m2,2,To Rent,Future Home,81e21449f43f71f6328d46f68239a21c
"Tirana, Albania","Rent, Apartment 2+1, Block, Tirana.","2,500 €  ",137 m2,3,To Rent,Future Home,57be04b5053e59a2f9d2134e0767903d
"Tirana, Albania","Rent, Apartment 2+1+Parking Post, Fresku.",390 €  ,100 m2,2,To Rent,Future Home,251b59d219009f0419dd708c98bf2efa
"Tirana, Albania","Qira,Apartament 2+1,Kompleksi Delijorgji !",950 €  ,80 m2,2,To Rent,Future Home,c26dd606899d95fd353c698f655a3a0a
"Tirana, Albania","Rent, Apartment 2+1, Bogdaneve Street.",800 €  ,2 m2,2,To Rent,Future Home,0107e3fb87cb3ddf376abab73026cd9b
"Tirana, Albania","Qera Ambient Biznesi , Rruga e Teleferikut, Fresk",500 €  ,,,To Rent,Future Home,ac9701a56142a0e136005c1896d91325
"Tirana, Albania","Sale, Apartment 2+1, Shkoze, Tirana","156,900 € ",89 m2,2,For Sale,Future Home,499e79a02c95b50ed279cce02fa30880
"Tirana, Albania","Sale, Apartment 2+1, Shkoze, Tirana","140,000 € ",108 m2,2,For Sale,Future Home,33ed6efd3505ff6638ecde56525d93d3
"Tirana, Albania","Rent, Apartment 2+1, New Ring",450 €  ,,2,To Rent,Future Home,facf16df270b806d3da122b50d9df0a2
"Tirana, Albania","Rent, Apartment 1+1, Parisit Municipality, Tirana.",550 €  ,110 m2,2,To Rent,Future Home,5ec5adbf6654aeab39e26880daf967c8
"Tirana, Albania","Rent, Apartment 2+1+2+Post Parking, Botanical Garden Mosque",800 €  ,127 m2,,To Rent,Future Home,acb6b475a3760997d4c3fc90c8d67f32
"Tirana, Albania","Qera, Apartament 1+1, Selvia, Tiranë",500 €  ,70 m2,1,To Rent,Future Home,4668cb0afef9cd128694f9c1c4af681c
"Tirana, Albania","Qera, Apartament 2+1, Don Bosko, Tirane.",600 €  ,117 m2,2,To Rent,Future Home,1f1cecab90703f11066e94faf9b6881e
"Tirana, Albania","Sale, Land+Building, Alidemi, Tirana.","250,000 € ",200 m2,,For Sale,Future Home,2d3c551f1e983855ef69e50e02440711
"Tirana, Albania","Qira,Zyre,Komuna Parisit !",600 €  ,63 m2,1,To Rent,Future Home,91391919c4506c223afaf2fe18487fab
"Tirana, Albania","Shitet, Apartament 1+1 , Kompleksi Univers City","64,153 € ",68 m2,1,For Sale,Future Home,765b24dc8e2ea1962a8e4b336582399a
"Tirana, Albania","Shitet, Bar - Kafe, pranë Nobis, Tiranë","250,000 € ",,,For Sale,Future Home,42bb0a9aba04ebd457912b0f1346a80c
"Tirana, Albania","For sale, Apartment 2+1, New Ring.","128,000 € ",102 m2,1,For Sale,Future Home,438014707bfca9530daadead3125540a
"Tirana, Albania","For sale, Apartment 2+1, on Dibra Street, in front of the Madrasa, Tirana.","140,000 € ",90 m2,2,For Sale,Future Home,c3c4dff2dd13767b24266c577b0cb289
"Tirana, Albania","Qira,Njesi Komerciale,Kompleksi Delijorgji !","1,500 €  ",67 m2,,To Rent,Future Home,ade47f7f67ea71e17b431415d2b198a6
"Tirana, Albania","For sale, Apartment 2+1+2+Post Parking, Former UET, Boulevard Gjergj Fishta","245,600 € ",98 m2,2,For Sale,Future Home,e2800d063bba02cbb0d8df836980c9e7
"Tirana, Albania","Qera, Apartament 1+1, Stacioni i Trenit, Tiranë.",500 €  ,75 m2,1,To Rent,Future Home,087fc345ab6a0bea4dd30567e4cec122
"Tirana, Albania","Rent, Apartment 1+1, near Kodre se Diellit",450 €  ,75 m2,,To Rent,Future Home,ab8f940fbdc35d2476c82d2a0381ce86
"Tirana, Albania","Rent, Apartment 2+1, Block, Tirana.","1,000 €  ",125 m2,2,To Rent,Future Home,2423cfb4f08e36d07ecc03ce322dcce8
"Tirana, Albania","For rent, 3-storey villa, Lunder, Tirana.","3,000 €  ",224 m2,3,To Rent,Future Home,31a309dfcd2ccfbb77185eba5d64fe27
"Tirana, Albania","For sale, Apartment 2+1+2 Rruga e Elbasani, Tirana.","209,000 € ",131 m2,2,For Sale,Future Home,14507ecd2d4bcb4a878c15314e16c2be
"Tirana, Albania","For sale, Apartment 2+1+2 Rruga e Elbasani, Tirana.","197,000 € ",124 m2,2,For Sale,Future Home,2bc7be76df709b96187409ae8fae613e
"Tirana, Albania","Qera, Apartament 1+1, Rruga e Barrikadave, Tiranë","1,000 €  ",90 m2,,To Rent,Future Home,c516a298cf09b0f235a65432491b961a
"Tirana, Albania","Rent, Apartment 2+1+2, Center, Tirana.","1,500 €  ",110 m2,2,To Rent,Future Home,3c570e5f16912974e04866ef43b84f3b
"Tirana, Albania","For sale, Business Bar-Cafe, Center, Tirana","40,000 € ",,,For Sale,Future Home,6c3c80f720233d133614b72dd03415c4
"Tirana, Albania","Rent, Apartment 2+1+2, Arlis Complex, Farmacia 10, Rruga e Dibra, Tirana",450 €  ,113 m2,2,To Rent,Future Home,7d1fba70ad92f5cad014bd4b64d32cd6
"Tirana, Albania","Qera, Apartament 2+1+2, Stacioni i Trenit, Tiranë",600 €  ,100 m2,2,To Rent,Future Home,4b983cdfd86462cbdbd20f9441c9a58f
"Tirana, Albania","Qira, Apartament 1+1, Astir, Tiranë.",400 €  ,55 m2,1,To Rent,Future Home,5ce209157be72ca21705286e2d3d94c7
"Tirana, Albania","Rent, Office space, Sami Frasheri Street",800 €  ,,,To Rent,Future Home,62dded897b98d1c819305b6981cb0d5f
"Tirana, Albania","Sale, Apartment 1+1+ Garage, Shkoze, Tirana","95,000 € ",75 m2,1,For Sale,Future Home,a695e4b9f7788327365300f330d2b341
"Tirana, Albania","Studio for sale, Kosovare Street near Gjimaz Petro Nini","300,000 € ",112 m2,,For Sale,Future Home,734b36b6ede5df17e509c1628e848baf
"Tirana, Albania","Shitet, Apartament 1+1, Pazari Ri, Tiranë","125,000 € ",,1,For Sale,Future Home,d4aabe1fef8411849a1c528177bcc9f4
"Tirana, Albania","Shitet, Apartament 1+1 , Unaza e Re, Tirane.","75,000 € ",66 m2,1,For Sale,Future Home,8ef2330c11c5f9520458f6a289fa49e4
"Tirana, Albania","Rent, Office, Barricade Street, Tirana.","1,200 €  ",,3,To Rent,Future Home,dd813208fbb4d7146de89cbfb998c6b8
"Tirana, Albania","For sale, Apartment 2+1+2, in the Botanical Garden","185,000 € ",147 m2,,For Sale,Future Home,4027df123512b2137f69bd32dda3b77c
"Tirana, Albania","Rent, Apartment 2+1+2, Arlis Complex, Farmacia 10, Rruga e Dibra, Tirana",450 €  ,116 m2,2,To Rent,Future Home,74294512780704753fbc66b00a9cb8bb
"Tirana, Albania","Qira, Vilë, Tufinë",800 €  ,348 m2,4,To Rent,Future Home,81593109d042bcc057c5f6377b607a59
"Tirana, Albania","Sale, Apartment 2+1+2, near ""Our Lady of Good Counsel"" University, Tirana","120,000 € ",110 m2,2,For Sale,Future Home,215820e77a56f95c07b2336fe341e3a2
"Tirana, Albania","For sale, 2 studios, Agimi Palaces, Tirana","178,000 € ",50 m2,1,For Sale,Future Home,aac9a1f435f47b24ebd0ca8738bba131
"Tirana, Albania","Qera,Zyre,Kompleksi Delijorgji !","8,900 €  ",592 m2,,To Rent,Future Home,aefe7a7f310ab93eb5acd58b9a4c6065
"Tirana, Albania","For sale, Apartment 2+1, Yzberisht.","120,000 € ",,2,For Sale,Future Home,057e213f1d3a2c5c6e070d9b3134b4f9
"Tirana, Albania","Rent, Room, Durres Street",300 €  ,,,To Rent,Future Home,f12555346c73a1b3ae24bb363ec9ec82
"Tirana, Albania","Sale, Apartment 2+1+2, Ruga Qemal Stafa, Center, Tirana","255,000 € ",100 m2,2,For Sale,Future Home,d2bd183d4707dcaf04c3aa0d5cc20e2f
"Tirana, Albania","Sale, Apartment 3+1, Rruga Ali Pashe Gucia, Selvia, Tirana","145,000 € ",88 m2,3,For Sale,Future Home,11c49713eb707f6c1451c17e6ab1b553
"Tirana, Albania","Qera, Apartament 2+1, Don Bosko, Tiranë.",700 €  ,180 m2,3,To Rent,Future Home,8beb64eb249fa81c39eb0c3439010916
"Tirana, Albania","Qera, Apartament 2+1, Rruga e Elbasanit, Tiranë.",600 €  ,80 m2,2,To Rent,Future Home,512b9e0b85b548e08167ab922cbd26db
"Tirana, Albania","For sale, Business Area, New Ring.",By Call ,103 m2,,For Sale,Future Home,5433d0be6668eb421c0173ffee6366fe
"Tirana, Albania","For sale, Apartment 1+1, New Ring, Tirana","79,000 € ",45 m2,1,For Sale,Future Home,02520f9372b9f63e0b7a5904a527c510
"Tirana, Albania","For sale, Ambience + Bar-Cafe Business, Myslym Shyri","175,000 € ",,,For Sale,Future Home,0ba76e2fb8374cd3482a10cdcfc8cc18
"Tirana, Albania","Rent, 1-storey villa, Balaxhias, Baldushk, Tirana.","1,500 €  ",264 m2,2,To Rent,Future Home,ea7a9f71ff8e0a31da4a6ae0e4a06494
"Tirana, Albania","Qera, Apartament 2+1, Liqeni i Thate",800 €  ,96 m2,2,To Rent,Future Home,687c34ff9d4caa61719e4ef7c748e0ac
"Tirana, Albania","For sale, Apartment 3+1, Durres Street.","190,000 € ",103 m2,3,For Sale,Future Home,2432720d1769697a06e1a787ebb9418f
"Tirana, Albania","Sale, Apartment 3+1, Fresk, Tirana","140,000 € ",110 m2,3,For Sale,Future Home,9458913e957c564a0fb7c240feb9e2b4
"Tirana, Albania","Shitet, Apartament 2+1+2+2 Poste Parkimi, Sauk, prane Restorant Xibrakes, Tiranë.","280,000 € ",137 m2,,For Sale,Future Home,6b3b3bc2b7a1130d5b087c59c6ed00f0
"Tirana, Albania","For sale, Business, Barber shop, Laprakë","6,800 € ",50 m2,,For Sale,Future Home,5cc30f6b551f70b3b360cfaf77832f38
"Tirana, Albania","For sale, Apartment 2+1, Mine Peza Street","145,000 € ",,2,For Sale,Future Home,3b93d381bdf87f70bab9ed837b3c4a59
"Tirana, Albania","Rent, Apartment 2+1+2, Ali Demi, Tirana",600 €  ,120 m2,2,To Rent,Future Home,b9fb603433d9f283be56fe056e013bc5
"Tirana, Albania","For sale, Apartment 1+1, New Ring, Tirana","89,000 € ",65 m2,1,For Sale,Future Home,40e04ba928bb112db889bbaa06013492
"Tirana, Albania","Qira, Apartament 2+1+2 , Selite",450 €  ,91 m2,2,To Rent,Future Home,e36545c33b33bc78ffca0ac7cceab30c
"Tirana, Albania","Rent, Apartment 2+1, 21 December, Tirana.",600 €  ,113 m2,2,To Rent,Future Home,be73001169562a35fd4bf5f0b49f5be4
"Tirana, Albania","For sale, Ambient, Bardhyl Street","350,000 € ",116 m2,,For Sale,Future Home,e683b4da0b830dd4870b5474d854e979
"Tirana, Albania","Rent, Room, Bardhyl Street","1,200 €  ",116 m2,,To Rent,Future Home,7325eefa7e08e7bdf1f433dd12626917
"Tirana, Albania","Qera, Apartament 1+1, Bulevardi ""Migjeni"", Unaza e Re",550 €  ,70 m2,,To Rent,Future Home,89fbbd311a0f82edd46ee37fd2acc828
"Tirana, Albania","For rent, 4-story hotel, Mullet, Tirana","15,000 €  ",1270 m2,,To Rent,Future Home,21e542d8696d0abe6cecbac50a5ce0f7
"Tirana, Albania","Qera, Ambient, Kristal Center",600 €  ,,,To Rent,Future Home,085b1555f008c6ec86d7a997fef0ead8
"Tirana, Albania","Rent, Ambient, Crystal Center",900 €  ,,,To Rent,Future Home,49b8b96d32104cb8cfe1f38dbc635a55
"Tirana, Albania","For sale, 4-storey hotel, Mullet, Tirana","4,000,000 € ",1270 m2,,For Sale,Future Home,a1a1235dad8c762b84ec1166a9f33c69
"Tirana, Albania","For sale, Apartment 2+1, Yzberisht.","137,000 € ",100 m2,2,For Sale,Future Home,58ed5f7ae69a29be026415f87f1edb65
"Tirana, Albania","Rent, Villa, Lunder","2,000 €  ",354 m2,4,To Rent,Future Home,880d1fc9e2643a3d9a18e4c3b05f8b2f
"Tirana, Albania","For sale, Apartment 2+1, Gramoz Pashko Street, Tirana","185,000 € ",112 m2,2,For Sale,Future Home,c531053d31c73dcb9895e782981bf6a5
"Tirana, Albania","For rent, studio apartment, Rruga e Elbasani, Tirana.",400 €  ,74 m2,,To Rent,Future Home,cd518a647ec560802206c8360fa03114
"Tirana, Albania","For sale, Ambient, Fresh, Tirana","88,500 € ",,2,For Sale,Future Home,c52ae6307e656c575189d39d35774255
"Tirana, Albania","Rent, Apartment 2+1+2+Parking Post, Residence Kodra e Diellit 1",900 €  ,112 m2,2,To Rent,Future Home,9d9cfb43afd731fac011192c6435e0b7
"Tirana, Albania","Shitet, Apartament 2+1+2, Komuna e Parisit, Tiranë.","230,000 € ",,2,For Sale,Future Home,968f993882267b7a0c4f3003ee85e81b
"Tirana, Albania","Qera, Apartament 2+1+2+Depo, Fresku , Rruga e Teleferikut ngjitur me Fizikën Bërthamore .",450 €  ,107 m2,2,To Rent,Future Home,bcf77bd9b719741db87b295f89ab41a4
"Tirana, Albania","Rent, Apartment 2+1, Botanical Garden",800 €  ,108 m2,2,To Rent,Future Home,0c1be6fe029591e1f23a47ed7b6659d5
"Tirana, Albania","For sale, Apartment 2+1+Parking Post, New Ring.","119,920 € ",89 m2,2,For Sale,Future Home,88fbf88d7d0f64aa44811b17a4896158
"Tirana, Albania","For sale, Apartment 2+1+Parking Post, New Ring.","121,840 € ",91 m2,2,For Sale,Future Home,4ca83d692104bdc4bbe1c82ca0a9d9f3
"Tirana, Albania","For sale, Apartment 2+1+Parking Post, New Ring.","119,920 € ",89 m2,2,For Sale,Future Home,88fbf88d7d0f64aa44811b17a4896158
